epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
127,12250.7,0.29288,0.35862,0.19342,0.79797,0,0.99026,0.98769,0.98887,0.9581,0.9935,0.99079,0.99488,0.93287,0.25944,0.30183,0.18233,0.80953,0,0.0001684,0.0001684,0.0001684
128,12346.5,0.28817,0.35271,0.19098,0.79777,0,0.99057,0.98771,0.9889,0.96167,0.99374,0.99081,0.99488,0.92836,0.25486,0.30161,0.1791,0.81107,0,0.0001618,0.0001618,0.0001618
129,12442.4,0.29399,0.35371,0.19493,0.79914,0,0.99036,0.98639,0.98937,0.95056,0.99354,0.9895,0.99488,0.92451,0.25817,0.31111,0.18367,0.81426,0,0.0001552,0.0001552,0.0001552
130,12538.5,0.29424,0.35886,0.19049,0.79624,0,0.98962,0.9877,0.98984,0.95776,0.99278,0.9908,0.99494,0.92472,0.26637,0.30193,0.18225,0.81284,0,0.0001486,0.0001486,0.0001486
131,12634.3,0.28819,0.35344,0.19145,0.79308,0,0.99155,0.98763,0.98965,0.94395,0.99472,0.99074,0.99491,0.92984,0.2555,0.30173,0.18241,0.81019,0,0.000142,0.000142,0.000142
132,12730.3,0.28672,0.34335,0.19102,0.79857,0,0.99311,0.98782,0.98981,0.92589,0.99628,0.99092,0.99497,0.9283,0.251,0.30055,0.18218,0.81152,0,0.0001354,0.0001354,0.0001354
133,12826.2,0.28588,0.34969,0.19163,0.79533,0,0.99231,0.98362,0.98994,0.93425,0.99409,0.9882,0.99497,0.92962,0.24783,0.30437,0.18162,0.81011,0,0.0001288,0.0001288,0.0001288
134,12922.1,0.29223,0.35334,0.18825,0.79674,0,0.99206,0.98766,0.9895,0.95902,0.99522,0.99077,0.99497,0.92749,0.26533,0.31574,0.18251,0.8112,0,0.0001222,0.0001222,0.0001222
135,13018.1,0.2785,0.34374,0.18286,0.79252,0,0.99215,0.98772,0.98881,0.96051,0.99531,0.99083,0.995,0.92375,0.25386,0.31269,0.17769,0.80689,0,0.0001156,0.0001156,0.0001156
136,13114.1,0.28318,0.34441,0.18329,0.79621,0,0.99327,0.98768,0.98881,0.957,0.99643,0.99079,0.99497,0.91901,0.26179,0.30371,0.18349,0.80803,0,0.000109,0.000109,0.000109
137,13210,0.28582,0.3522,0.18312,0.79117,0,0.99119,0.98781,0.98881,0.95812,0.99442,0.99091,0.995,0.92472,0.25251,0.30879,0.17753,0.80775,0,0.0001024,0.0001024,0.0001024
138,13305.8,0.28286,0.35743,0.18165,0.79681,0,0.99371,0.98778,0.98897,0.95757,0.99688,0.99089,0.995,0.92578,0.24909,0.30275,0.17606,0.80801,0,9.58e-05,9.58e-05,9.58e-05
139,13401.6,0.27482,0.34253,0.17822,0.79394,0,0.99339,0.9881,0.98918,0.95893,0.99655,0.99121,0.99497,0.91875,0.2717,0.3153,0.17762,0.80886,0,8.92e-05,8.92e-05,8.92e-05
140,13497.4,0.27901,0.3453,0.18087,0.79889,0,0.99244,0.98828,0.98925,0.95275,0.9956,0.99139,0.99494,0.92364,0.249,0.29808,0.16544,0.80891,0,8.26e-05,8.26e-05,8.26e-05
141,13593.2,0.25378,0.32305,0.16602,0.7853,0,0.99347,0.98873,0.9895,0.94667,0.99663,0.99184,0.99491,0.92668,0.2591,0.29619,0.17679,0.81445,0,7.6e-05,7.6e-05,7.6e-05
142,13688.5,0.24686,0.3219,0.1611,0.78771,0,0.99502,0.98839,0.98928,0.95797,0.99818,0.9915,0.99491,0.92241,0.26941,0.30468,0.17244,0.81317,0,6.94e-05,6.94e-05,6.94e-05
143,13783.8,0.25268,0.33056,0.16403,0.78551,0,0.99498,0.98843,0.98947,0.95738,0.99814,0.99154,0.99497,0.92208,0.25417,0.30656,0.17068,0.81146,0,6.28e-05,6.28e-05,6.28e-05
144,13879.1,0.24749,0.32615,0.16416,0.78709,0,0.99502,0.98841,0.98931,0.95959,0.99818,0.99151,0.995,0.92788,0.26829,0.29747,0.17944,0.80951,0,5.62e-05,5.62e-05,5.62e-05
145,13974.4,0.24709,0.3287,0.16093,0.78432,0,0.99496,0.9884,0.98919,0.96289,0.99812,0.99151,0.995,0.92588,0.24842,0.30085,0.17084,0.8074,0,4.96e-05,4.96e-05,4.96e-05
146,14069.7,0.24134,0.32467,0.15709,0.78027,0,0.99487,0.98831,0.98906,0.96229,0.99802,0.99142,0.995,0.92629,0.25596,0.30462,0.17081,0.80923,0,4.3e-05,4.3e-05,4.3e-05
147,14165,0.24236,0.32969,0.15863,0.78292,0,0.99494,0.98843,0.98928,0.96204,0.9981,0.99154,0.995,0.92571,0.24823,0.3042,0.17028,0.80815,0,3.64e-05,3.64e-05,3.64e-05
148,14260.2,0.24141,0.32326,0.15365,0.79068,0,0.99496,0.98858,0.98931,0.96296,0.99812,0.99169,0.995,0.92626,0.25241,0.29844,0.16916,0.80791,0,2.98e-05,2.98e-05,2.98e-05
149,14355.5,0.23907,0.33019,0.1537,0.78029,0,0.99496,0.9884,0.98938,0.96462,0.99811,0.99151,0.995,0.92528,0.24828,0.29552,0.16803,0.80756,0,2.32e-05,2.32e-05,2.32e-05
150,14450.7,0.24043,0.32619,0.15507,0.78468,0,0.99489,0.98828,0.98934,0.96513,0.99805,0.99138,0.995,0.92954,0.24806,0.29577,0.16058,0.80767,0,1.66e-05,1.66e-05,1.66e-05
